probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
10003495280	1	227526978	227527038	NM_145257	C1orf96	0.131	0.184	-0.053	0.205	0.195	0.010	0.120	
10003495313	1	37849552	37849612	NM_173640	RSPO1	0.116	-0.089	0.205					
10003495317	1	159964337	159964397	NM_152378	FCRLB	0.094	0.248	-0.153	0.205	0.175	0.030	-0.037	
10003495331	1	144128819	144128879	NM_145277	HFE2	0.199	-0.215	0.414	0.245	-0.018	0.263	-0.029	
10003495343	1	145233884	145233943	NM_024568	CHD1L	0.531	0.191	0.339	0.409	0.017	0.392	0.186	
10003495356	1	195788090	195788150	NM_144977	FLJ20054	0.033	-0.038	0.071	-0.099	0.149	-0.248	-0.093	
10003495361	1	155169444	155169504	NM_144702	C1orf92	0.123	0.030	0.093	0.186	0.004	0.182	-0.082	
10003495369	1	24556262	24556322	NM_178122	RP3-462O23.2-002	0.281	0.074	0.207	0.018	-0.146	0.164	-0.006	
10003495379	1	19275946	19275985	NM_020765	ZUBR1	0.092	0.156	-0.065	0.093	0.048	0.044	-0.072	
10003495384	1	67497892	67497952	NM_144701	IL-23R	0.143	0.021	0.122	0.018	-0.025	0.043	0.003	
10003495388	1	156494599	156494659	NM_001763	CD1A	0.332	-0.008	0.340	0.281	0.123	0.157	0.015	
10003495396	1	151027396	151027456	NM_178353	LCE1E	0.137	-0.036	0.173	0.255	-0.036	0.291	-0.028	
10003495409	1	53705686	53705746	NM_033067	DMRTB1	-0.127	0.209	-0.336	0.141	0.024	0.117	0.015	
10003495411	1	184426507	184426567	NM_031935	HMCN1	0.109	-0.095	0.204	0.100	0.073	0.028	0.059	
10003495431	1	154761944	154762004	NM_178229	IQGAP3	0.124	-0.003	0.126	0.048	-0.021	0.068	0.092	
10003495449	1	152787179	152787239	NM_182499	TDRD10	0.098	0.154	-0.056	0.266	-0.050	0.316	-0.013	
10003495461	1	40538750	40538810	NM_001852	COL9A2	0.041	0.249	-0.208	0.425	0.059	0.366	0.014	
10003495509	1	36577816	36577876	NM_032017	STK40	0.291	0.103	0.188					
10003495510	1	153553426	153553486	NM_173639	FDPS	0.166	-0.036	0.202	-0.096	0.016	-0.112	-0.032	
10003495512	1	153196126	153196186	NM_138300	PYGO2	0.215	-0.103	0.318	0.199	-0.005	0.204	-0.041	
10003495529	1	149530944	149531004	NM_020832	ZNF687	0.200	0.110	0.090	0.071	-0.015	0.086	0.057	
10003495531	1	180634045	180634105	NM_172000	TEDDM1	-0.011	0.006	-0.017	-0.035	-0.007	-0.028	-0.047	
10003495548	1	35000439	35000499	NM_153212	GJB4	0.082	-0.044	0.126	-0.012	-0.145	0.134	-0.025	
10003495560	1	183029771	183029831	NM_022083	FAM129A	0.151	0.072	0.079	0.016	0.033	-0.017	0.100	
10003495572	1	19070512	19070572	NM_170726	ALDH4A1	0.204	0.048	0.156	0.163	0.089	0.074	0.027	
10003495576	1	241656462	241718977	NM_006642	SDCCAG8	0.027	0.114	-0.087	0.104	0.199	-0.095	0.093	
10003495580	1	112803654	112803714	NM_018704	DKFZp547A023	0.166	-0.115	0.281	0.024	-0.178	0.202	0.085	
10003495586	1	43520145	43520205	NM_182517	C1orf210	0.152	-0.034	0.186	0.046	0.025	0.020	0.019	
10003495594	1	67242440	67242500	NM_015139	SLC35D1	0.337	-0.039	0.376	0.194	0.188	0.006	-0.002	
10003495612	1	150861958	150862018	NM_178431	LCE3A	0.072	0.107	-0.035	0.010	-0.044	0.055	-0.022	
10003495613	1	113071317	113071377	NM_182759	FAM19A3	0.154	-0.007	0.161	0.156	-0.109	0.265	-0.090	
10003495640	1	35212770	35212830	NM_153248	ZMYM6	0.174	-0.193	0.366	0.012	-0.112	0.125	0.018	
10003495652	1	160610430	160610489	NM_182581	C1orf111	0.123	-0.111	0.235	0.064	-0.082	0.146	0.049	
10003495684	1	84653175	84653235	NM_058248	DNASE2B	0.200	-0.154	0.354	-0.068	-0.078	0.010	-0.005	
10003495690	1	91763682	91763742	NM_003503	CDC7	0.207	0.180	0.027	0.446	0.576	-0.130	0.215	
10003495691	1	32838474	32838533	NM_144621	ZBTB8	0.292	0.154	0.138	0.036	-0.044	0.080	0.029	
10003495699	1	92301614	92301674	NM_173567	ABHD7	0.337	-0.369	0.706	0.381	-0.074	0.455	-0.008	
10003495702	1	43448580	43448640	NM_152498	WDR65	0.020	0.086	-0.066	-0.105	0.023	-0.128	-0.058	
10003495703	1	1706615	1706675	NM_002074	GNB1	0.062	0.186	-0.124					
10003495706	1	35606461	35606521	NM_031270	ZMYM4	0.143	-0.007	0.150	0.166	-0.071	0.237	0.001	
10003495715	1	95431320	95431380	NM_152487	TMEM56	0.207	0.291	-0.083	0.183	0.033	0.150	0.045	
10003495746	1	53675825	53675885	NM_178501	FLJ40434	-0.159	-0.099	-0.060	-0.092	0.033	-0.125	-0.039	
10003495747	1	148813691	148813751	NM_182763	MCL1	0.322	-0.015	0.336					
10003495766	1	62475826	62475886	NM_181712	RP5-1155K23.5	0.522	0.243	0.279	0.032	-0.024	0.056	-0.046	
10003495787	1	85967505	85967565	NM_152890	COL24A1	0.638	0.271	0.366	0.241	0.109	0.132	-0.054	
10003495796	1	168789148	168789208	NM_152281	SCYL1BP1	0.171	-0.087	0.258	0.196	-0.005	0.201	0.032	
10003495807	1	110002986	110003046	NM_147149	GSTM4	0.045	0.082	-0.037	0.343	0.004	0.340	-0.022	
10003495808	1	206035412	206035472	NM_172350	CD46	0.296	0.190	0.106	0.007	0.081	-0.074	-0.032	
10003495811	1	77802783	77802843	NM_015534	ZZZ3	0.168	0.053	0.116	0.046	0.160	-0.114	0.012	
10003495813	1	1555794	1555848	NM_080875	MIB2	0.161	0.077	0.084	0.211	-0.012	0.224	0.024	
10003495814	1	240031497	240031557	NM_144625	WDR64	0.038	0.157	-0.119	0.059	0.004	0.055	0.045	
10003495838	1	160631862	160631922	NM_053282	SH2D1B	0.250	-0.138	0.388	0.348	-0.009	0.357	0.193	
10003495843	1	25767902	25767962	NM_015627	LDLRAP1	0.037	0.002	0.036	0.273	0.218	0.055	0.041	
10003495873	1	161310821	161310881	NM_005613	RGS4	0.491	-0.137	0.628	-0.026	0.155	-0.182	0.009	
10003495910	1	27865167	27865227	NM_022872	IFI6	0.226	0.130	0.095	0.280	0.130	0.150	0.451	
10003495914	1	26560769	26560829	NM_173574	ZNF683	0.361	0.064	0.297	0.308	-0.213	0.521	0.324	
10003495916	1	43689356	43689416	NM_024547	RP11-506B15.5	0.079	-0.059	0.139	0.261	0.059	0.202	0.074	
10003495920	1	222447699	222447759	NM_144780	DEGS1	0.580	0.263	0.317	0.227	0.285	-0.058	0.123	
10003495936	1	110568131	110568191	NM_153763	KCNC4	0.089	-0.069	0.158	-0.052	0.050	-0.102	0.075	
10003495963	1	55302980	55303040	NM_174936	PCSK9	0.194	-0.085	0.279	0.112	0.195	-0.083	0.049	
10003495977	1	177790431	177790491	NM_182766	NPHS2	0.276	0.193	0.082	-0.012	0.130	-0.141	0.103	
10003495978	1	181487429	181487489	NM_170706	NMNAT2	0.059	-0.152	0.212	0.126	-0.140	0.267	-0.134	
10003495988	1	24353353	24353413	NM_170743	IL28RA	0.267	0.031	0.236	0.489	0.287	0.202	0.045	
10003496026	1	150392729	150392789	NM_152364	RPTN	-0.047	0.069	-0.116	0.100	0.155	-0.055	0.032	
10003496038	1	150853125	150853185	NM_178433	LCE3B	0.047	0.017	0.029	0.123	-0.075	0.198	0.015	
10003496046	1	6221864	6221924	NM_153709	C1orf211	0.043	-0.011	0.055	0.084	-0.022	0.106	0.036	
10003496053	1	109276438	109276498	NM_015127	CLCC1	0.103	-0.029	0.132	0.191	0.117	0.073	0.084	
10003496056	1	63562632	63562692	NM_012183	FOXD3	0.380	0.171	0.209	0.156	0.231	-0.076	-0.056	
10003496093	1	153527039	153527161	NM_181871	PKLR	0.242	-0.146	0.388	-0.130	0.066	-0.196	-0.014	
10003496100	1	54848364	54848424	NM_147161	KIAA0707	0.264	0.065	0.198	0.458	-0.005	0.463	0.076	
10003496128	1	39725166	39725226	NM_033044	MACF1	0.208	0.301	-0.093	0.060	-0.126	0.186	0.039	
10003496152	1	109086777	109086837	NM_173532	FNDC7	0.092	0.094	-0.002	0.181	-0.250	0.431	-0.015	
10003496157	1	2133500	2133560	NM_025025	FLJ14100	0.319	0.168	0.151	0.118	-0.015	0.132	-0.103	
10003496161	1	45807454	45808175	NM_153326	AKR1A1	0.283	0.046	0.237	0.346	-0.031	0.377	0.102	
10003496184	1	157438254	157438313	NM_021189	CADM3	0.221	-0.108	0.329	0.125	-0.089	0.213	0.023	
10003496185	1	19417171	19417231	NM_015047	KIAA0090	0.586	0.231	0.355	0.123	-0.004	0.127	0.155	
10003496221	1	42653303	42653363	NM_173642	RIMKLA	0.261	0.216	0.045	-0.075	0.034	-0.109	0.001	
10003496222	1	199109804	199109864	NM_005298	GPR25	0.054	-0.107	0.162	-0.001	0.144	-0.145	0.010	
10003496229	1	154973874	154973934	NM_145729	MRPL24	0.256	-0.236	0.492	0.298	0.129	0.169	0.021	
10003496232	1	35256923	35256983	NM_145310	ZMYM6	0.185	-0.060	0.246	0.033	0.002	0.031	-0.000	
10003496239	1	42971637	42971697	NM_148960	CLDN19	0.096	0.066	0.029	0.120	0.119	0.001	-0.031	
10003496261	1	203855133	203855193	NM_021795	ELK4	0.248	-0.002	0.250	-0.043	-0.039	-0.004	-0.053	
10003496264	1	149204286	149204346	NM_022075	LASS2	0.345	0.245	0.100	0.368	0.136	0.232	0.367	
10003496277	1	148937232	148937292	NM_032132	RP11-363I22.1	0.461	0.151	0.310	0.074	0.105	-0.031	0.202	
10003496278	1	71644530	71644590	NM_173808	NEGR1	0.251	-0.170	0.421	0.113	-0.154	0.267	0.001	
10003496290	1	178435791	178435851	NM_152662	DQ584886	0.114	-0.108	0.222	-0.062	-0.189	0.126	0.035	
10003496302	1	110273757	110273817	NM_172211	CSF1	0.207	0.276	-0.069	0.040	-0.297	0.337	-0.003	
10003496325	1	1311806	1311866	NM_030937	FLJ00183	0.063	-0.173	0.236	0.320	-0.027	0.347	0.001	
10003496336	1	38039465	38039525	NM_152496	RP11-109P14.3	0.079	-0.030	0.109	0.097	0.061	0.036	-0.002	
10003496342	1	211246651	211246711	NM_144567	RP11-275G3.2	0.158	-0.130	0.288	0.200	-0.165	0.365	-0.052	
10003496354	1	158266452	158266512	NM_145167	PIGM	0.283	0.024	0.259	0.134	0.064	0.070	0.077	
10003496371	1	203837862	203837922	NM_181644	MFSD4	0.292	0.321	-0.029	0.247	0.165	0.082	0.058	
10003496382	1	112885969	112886029	NM_138729	ST7L	0.555	0.522	0.034	0.509	0.397	0.112	0.517	
10003496399	1	156003386	156003446	NM_138739	FCRL2	0.052	-0.217	0.268	-0.140	0.040	-0.180	-0.039	
10003496404	1	185224614	185224674	NM_024420	PLA2G4A	0.414	0.056	0.357	0.182	0.083	0.099	0.115	
10003496407	1	77934268	77934328	NM_015017	USP33	0.229	0.107	0.121	0.058	-0.095	0.153	-0.024	
10003496411	1	1110884	1110944	NM_153254	TTLL10	0.084	-0.113	0.197	0.055	-0.128	0.183	0.101	
10003496412	1	154178971	154179031	NM_181885	RXFP4	0.045	-0.075	0.120	0.136	0.020	0.115	-0.047	
10003496416	1	110269287	110269347	NM_172210	CSF1	0.061	0.117	-0.056	-0.095	-0.185	0.090	-0.069	
10003496436	1	89244984	89245044	NM_018284	GBP3	0.642	0.761	-0.118	0.450	0.539	-0.089	0.607	
10003496460	1	26061775	26061835	NM_178422	PAQR7	0.309	-0.000	0.309	0.108	-0.041	0.149	-0.032	
10003496475	1	151211558	151211618	NM_173080	SPRR4	0.101	0.006	0.095	0.035	-0.219	0.254	0.000	
10003496477	1	206262235	206262295	NM_153014	PLXNA2	0.196	0.037	0.158	0.467	0.107	0.360	0.204	
10003496480	1	231010713	231010773	NM_019090	KIAA1383	0.200	0.161	0.039	0.186	0.128	0.058	0.028	
10003496510	1	111784035	111784095	NM_024102	WDR77	0.573	0.341	0.231	0.175	-0.075	0.250	0.293	
10003496530	1	40786327	40786387	NM_152373	ZNF684	0.313	0.120	0.193	-0.049	0.228	-0.277	-0.018	
10003496574	1	2511919	2511979	NM_152371	RP3-395M20.10	0.055	-0.018	0.074	0.110	-0.010	0.120	-0.046	
10003496587	1	224485548	224485608	NM_173083	LIN9	0.122	0.179	-0.056	0.228	0.047	0.181	-0.039	
10003496591	1	200816831	200816891	NM_032103	PPP1R12B	-0.010	-0.194	0.183	-0.003	0.100	-0.103	-0.046	
10003496605	1	245486933	245486993	NM_173858	VN1R5	-0.000	-0.015	0.015	-0.198	-0.069	-0.129	0.090	
10003496610	1	163439550	163439610	NM_177398	LMX1A	0.033	-0.192	0.225	0.142	0.188	-0.046	0.028	
10003496654	1	100387217	100390564	NM_144620	LRRC39	0.379	0.289	0.090	0.262	0.163	0.099	0.266	
10003496657	1	11027455	11027515	NM_139208	sMAP	0.038	0.160	-0.121	0.140	-0.055	0.195	-0.086	
10003496659	1	32433556	32433616	NM_175852	TXLNA	0.135	-0.094	0.229	0.109	-0.258	0.367	-0.019	
10003496669	1	1365805	1365865	NM_022834	VWA1	0.286	0.176	0.110	0.177	-0.141	0.318	-0.101	
10003496671	1	175078436	175078496	NM_020318	PAPPA2	0.104	-0.214	0.318	0.000	-0.183	0.183	-0.052	
10003496683	1	244896962	244897022	NM_152609	C1orf71	0.257	-0.110	0.367	0.035	0.083	-0.048	0.022	
10003496688	1	45021862	45021922	NM_153274	BEST4	0.048	0.174	-0.125	0.191	0.133	0.058	0.129	
10003496697	1	62386553	62386613	NM_170605	INADL	0.206	-0.154	0.360	0.054	0.056	-0.002	0.023	
10003496703	1	60228673	60228733	NM_152377	C1orf87	0.368	-0.012	0.380	0.367	0.152	0.215	-0.058	
10003496729	1	44169307	44169367	NM_174970	ST3GalIII	0.181	0.190	-0.010	0.284	-0.041	0.325	0.048	
10003496770	1	232809449	232809509	NM_182972	IRF2BP2	0.171	0.094	0.077	0.136	0.122	0.014	0.008	
10003496773	1	180796193	180796253	NM_181572	RGS	0.113	0.056	0.058	0.159	-0.143	0.302	-0.049	
10003496818	1	12743570	12743630	NM_152290	C1orf158	0.140	-0.092	0.233	0.052	0.093	-0.040	-0.009	
10003496820	1	109180895	109180955	NM_152763	C1orf62	0.242	-0.149	0.391					
10003496828	1	19038772	19038832	NM_152232	TAS1R2	0.527	0.000	0.527	0.154	-0.037	0.191	-0.086	
10003496830	1	153425164	153425218	NM_182741	MUC1	0.624	0.102	0.522	0.136	-0.119	0.254	-0.103	
10003496832	1	149284946	149285189	NM_138279	BNIPL	0.117	-0.085	0.202	-0.020	-0.184	0.163	0.020	
10003496848	1	28023341	28023401	NM_177424	STX12	0.331	-0.112	0.443	0.104	0.138	-0.034	-0.028	
10003496862	1	40661480	40661540	NM_022733	SMAP2	0.259	-0.035	0.294	0.169	0.119	0.050	0.116	
10003496885	1	203507705	203507765	NM_014858	UNQ6409	0.355	-0.168	0.523	0.151	0.054	0.098	-0.017	
10003496924	1	35833433	35833493	NM_178548	TFAP2E	0.644	0.011	0.633	0.512	0.173	0.340	0.697	
10003496936	1	6203386	6203446	NM_173795	RNF207	0.640	0.243	0.397	0.541	0.237	0.304	0.310	
10003496953	1	10929122	10929182	NM_173507	C1orf127	0.186	0.040	0.145					
10003496963	1	224239516	224239576	NM_152608	C1orf55	0.124	-0.126	0.251	0.083	0.005	0.077	-0.033	
10003496977	1	15984073	15984133	NM_017556	FBLIM1	0.264	0.149	0.115	0.101	-0.009	0.109	-0.042	
10003496978	1	153289930	153289990	NM_152494	DCST1	0.224	-0.082	0.307	0.043	-0.144	0.186	0.004	
10003496992	1	159283362	159283422	NM_181720	RP11-544M22.6	0.274	-0.139	0.412					
10003497001	1	100722811	100722871	NM_033313	CDC14A	0.194	0.110	0.084	0.285	-0.073	0.359	0.002	
10003497017	1	204063776	204063836	NM_152491	PM20D1	0.857	0.314	0.543	0.748	0.382	0.366	0.637	
10003497028	1	27507259	27507319	NM_015023	WDTC1	0.200	0.210	-0.010	0.212	-0.005	0.217	0.084	
10003497030	1	23113522	23113582	NM_017449	EPHB2	0.314	-0.092	0.406	0.209	0.047	0.162	0.090	
10003497034	1	231586314	231586374	NM_032435	KIAA1804	0.164	0.101	0.063	0.342	0.319	0.022	0.098	
10003497050	1	55230349	55230409	NM_182532	TMEM61	0.019	-0.014	0.033	-0.115	0.006	-0.121	-0.119	
10003497055	1	1838895	1838955	NM_178545	TMEM52	0.290	0.042	0.248	0.055	-0.044	0.099	-0.036	
10003497077	1	27568364	27568424	NM_173452	FCN3	0.225	-0.054	0.280	0.138	0.227	-0.088	-0.016	
10003497086	1	145695516	145695576	NM_181703	GJA5	0.402	0.267	0.135	-0.044	-0.101	0.057	-0.030	
10003497089	1	33100470	33100530	NM_153756	FNDC5	0.272	0.151	0.121					
10003497096	1	200061018	200061078	NM_020443	NAV1	0.141	0.214	-0.073	0.308	0.222	0.086	0.086	
10003497105	1	41257386	41257446	NM_144990	SLFNL1	0.131	-0.073	0.204	0.011	0.055	-0.044	0.005	
10003497110	1	26017130	26017190	NM_020451	SEPN1	0.282	-0.087	0.369	0.012	0.028	-0.016	-0.033	
10003497125	1	152445872	152445932	NM_015449	C1orf43	0.136	-0.053	0.190	0.047	-0.003	0.050	-0.064	
10003497128	1	150750851	150750911	NM_178438	LCE5A	0.538	0.074	0.464	0.010	-0.084	0.094	-0.062	
10003497147	1	35804900	35804960	NM_014284	NCDN	0.247	-0.140	0.387	-0.102	-0.073	-0.029	0.006	
10003497159	1	113045282	113045342	NM_175744	RHOC	0.275	0.210	0.066	0.408	-0.131	0.539	-0.041	
10003497171	1	111695412	111695472	NM_181643	RP5-1125M8.4	0.059	0.041	0.018	0.092	0.077	0.015	0.023	
10003497174	1	154583318	154583378	NM_144627	C1orf182	0.105	-0.068	0.173	0.070	-0.152	0.222	-0.072	
10003497179	1	232526797	232526857	NM_173508	SLC35F3	0.396	0.135	0.261	0.753	0.372	0.380	0.198	
10003497187	1	40701828	40701888	NM_023070	ZNF643	0.428	-0.103	0.532	0.159	0.144	0.015	0.189	
10003497196	1	33734461	33734521	NM_145238	ZSCAN20	0.082	-0.022	0.104	-0.026	0.217	-0.243	-0.025	
10003497227	1	190895952	190896012	NM_144766	RGS13	0.159	0.021	0.137	0.319	-0.018	0.337	0.034	
10003497229	1	210866677	210866737	NM_153606	FAM71A	0.054	-0.354	0.408	0.156	0.217	-0.062	-0.058	
10003497246	1	43512147	43512207	NM_144626	TMEM125	0.244	-0.096	0.340	0.113	-0.046	0.159	-0.020	
10003497271	1	62352957	62353017	NM_176878	INADL	0.504	0.027	0.477	0.237	0.107	0.130	0.024	
10003497280	1	155982906	155982966	NM_138738	FCRL2	0.094	-0.165	0.259	0.484	0.022	0.462	0.172	
10003497294	1	3677827	3677887	NM_152492	CCDC27	0.112	0.133	-0.021	-0.002	-0.030	0.028	0.016	
10003497295	1	240318894	240318954	NM_152666	RP11-561I11.1-001	0.137	0.107	0.030	0.027	0.068	-0.041	-0.089	
10003497301	1	15315035	15315095	NM_182534	RP1-21O18.1	0.235	0.215	0.020	0.033	0.327	-0.294	-0.084	
10003497307	1	23559085	23559145	NM_030634	ZNF436	0.140	0.284	-0.145	0.162	0.069	0.093	-0.066	
10003497308	1	62352424	62352484	NM_176877	INADL	0.293	0.082	0.211	0.246	-0.075	0.321	0.011	
10003497324	1	18682708	18682768	NM_152375	KLHDC7A	0.101	0.015	0.087	-0.002	0.113	-0.114	-0.014	
10003497367	1	153257819	153257862	NM_144622	DCST2	0.117	-0.115	0.232	0.008	-0.080	0.088	0.027	
10003497372	1	33752253	33752313	NM_052896	CSMD2	0.197	0.110	0.087	0.155	0.009	0.145	-0.042	
10003497392	1	181484001	181484061	NM_015039	NMNAT2	0.318	-0.075	0.393	0.083	-0.129	0.212	-0.068	
10003497447	1	6606517	6606577	NM_153812	PHF13	0.444	-0.038	0.482	0.350	0.052	0.297	0.120	
10003497462	1	200831525	200831585	NM_177402	SYT2	0.052	0.060	-0.008	0.054	-0.073	0.127	0.017	
10003497477	1	229535576	229535635	NM_175876	EXOC8	-0.037	0.177	-0.215	-0.012	0.055	-0.067	0.023	
10003497524	1	109836728	109836767	NM_153340	ATXN7L2	0.236	0.021	0.214	0.012	0.060	-0.048	-0.002	
10003497528	1	45858303	45858363	NM_152500	CCDC17	0.287	0.138	0.149	0.205	0.117	0.088	0.056	
10003497529	1	32028690	32028750	NM_144569	SPOCD1	0.401	0.103	0.298	0.738	-0.038	0.776	0.422	
10003497553	1	204827607	204827667	NM_182664	RASSF5	0.191	-0.095	0.286	0.120	0.152	-0.031	-0.016	
10003497577	1	175518114	175518174	NM_021165	FAM5B	0.083	0.119	-0.035	0.022	-0.168	0.190	-0.053	
10003497595	1	166320639	166320699	NM_153832	GPR161	0.317	-0.146	0.463	-0.089	0.217	-0.306	-0.024	
10003497596	1	160604608	160604668	NM_014697	NOS1AP	0.288	0.092	0.196	0.437	-0.260	0.697	0.351	
10003497605	1	19857200	19857260	NM_182744	NBL1	0.042	0.071	-0.029	0.166	0.155	0.011	-0.035	
10003497610	1	27554270	27554330	NM_145319	MAP3K6	0.478	0.023	0.455	0.428	0.036	0.392	-0.001	
10003497632	1	208022303	208022363	NM_152485	C1orf74	0.235	0.016	0.219	0.145	0.079	0.066	-0.009	
10003497660	1	108992487	108992547	NM_144584	C1orf59	0.291	0.119	0.172	0.330	0.155	0.175	0.092	
10003497694	1	70677625	70677685	NM_153742	CTH	0.135	0.061	0.074	0.520	0.308	0.212	0.002	
10003497696	1	95133097	95133158	NM_152369	SLC44A3	0.400	0.355	0.045	0.047	0.159	-0.112	0.078	
10003497713	1	148125648	148125708	NM_175065	HIST2H2AB	0.168	-0.078	0.246	0.100	-0.054	0.153	-0.041	
10003497715	1	26324522	26324582	NM_152835	PDIK1L	0.233	0.019	0.215	0.011	-0.246	0.257	-0.018	
10003497728	1	144210387	144210447	NM_153713	LIX1L	0.048	0.205	-0.157	0.133	0.044	0.089	0.014	
10003497733	1	226648001	226648061	NM_145214	TRIM11	0.095	-0.114	0.208	0.073	0.161	-0.087	-0.047	
10003497737	1	109547244	109547304	NM_020775	KIAA1324	0.221	0.011	0.210	0.700	0.421	0.279	0.127	
10003497748	1	152045956	152046016	NM_020699	GATAD2B	0.067	-0.138	0.205	0.012	0.219	-0.207	0.035	
10003497756	1	1142281	1142341	NM_016176	SDF4	0.104	0.119	-0.015	0.161	-0.002	0.163	0.025	
10003497778	1	202268197	202268257	NM_182579	C1orf157	0.167	-0.066	0.233	-0.034	0.134	-0.168	0.020	
10003497779	1	161090763	161090823	NM_178550	C1orf110	0.051	0.014	0.037	-0.001	0.079	-0.079	-0.015	
10003497781	1	56733022	56733082	NM_177414	PPAP2B	0.265	0.096	0.170	0.290	0.167	0.123	0.019	
10003497788	1	151052149	151052209	NM_178349	LCE1B	0.107	-0.094	0.201	-0.171	0.025	-0.195	0.016	
10003497791	1	19881330	19881390	NM_181719	TMCO4	0.256	0.106	0.150	0.202	0.031	0.171	0.069	
10003497797	1	64931229	64931289	NM_020925	CACHD1	0.221	0.102	0.119	0.494	0.216	0.278	0.074	
10003497802	1	74418321	74418381	NM_145258	LRRIQ3	0.195	0.013	0.183	0.036	0.050	-0.015	0.108	
10003497810	1	100737542	100737602	NM_033312	CDC14A	0.042	-0.242	0.284	-0.054	-0.035	-0.019	-0.017	
10003497811	1	47356485	47356545	NM_178134	CYP4Z1	0.212	0.150	0.062	-0.086	0.122	-0.208	0.005	
10003497818	1	54847442	54847502	NM_176782	KIAA0707	0.344	0.254	0.090	-0.087	-0.058	-0.029	-0.076	
10003497834	1	44234723	44234783	NM_152499	SLC6A9	0.177	-0.001	0.178	0.389	0.185	0.204	0.024	
10003497846	1	28437117	28437177	NM_178190	ATPIF1	0.340	0.187	0.153	0.231	0.223	0.008	-0.045	
10003497856	1	152946540	152946600	NM_170782	KCNN3	0.154	-0.080	0.234	-0.010	0.178	-0.187	-0.002	
10003497861	1	148125519	148125579	NM_003517	HIST2H2AC	0.291	-0.005	0.296	0.099	0.097	0.001	-0.021	
10003497877	1	116479072	116479132	NM_152367	C1orf161	0.205	-0.364	0.569	0.307	0.222	0.085	-0.030	
10003497880	1	6615907	6615967	NM_138350	THAP3	0.220	0.078	0.141	0.110	-0.013	0.123	0.027	
10003497883	1	152406595	152406655	NM_152263	TPM3	0.283	-0.083	0.366	0.153	0.046	0.107	-0.015	
10003497886	1	109842939	109842999	NM_182580	CYB561D1	0.507	0.265	0.242	0.317	0.083	0.234	0.254	
10003497893	1	150345464	150345524	NM_007113	TCHH	0.429	0.062	0.368	0.171	-0.044	0.214	0.082	
10003497895	1	163963498	163963558	NM_019026	UNQ151	0.285	0.109	0.176	-0.018	-0.081	0.063	-0.023	
10003497898	1	54995160	54995220	NM_152268	PARS2	0.064	0.022	0.042	0.350	0.115	0.235	-0.053	
10003497926	1	153896042	153896102	NM_139120	YY1AP1	0.146	-0.002	0.148	0.096	0.085	0.011	-0.029	
10003497944	1	3686861	3686921	NM_020710	LRRC47	0.170	0.235	-0.065	0.179	0.078	0.101	0.074	
10003497952	1	29525662	29525722	NM_133177	PTPRU	0.130	0.056	0.074	0.213	-0.001	0.215	-0.125	
10003497966	1	84866500	84866560	NM_173820	C1orf180	0.161	-0.039	0.200	0.231	0.036	0.195	-0.080	
10003498033	1	26481608	26481747	NM_145345	UBXN11	0.101	0.413	-0.312	0.072	0.068	0.004	0.023	
10003498044	1	35677212	35677272	NM_182686	KIAA0319L	0.293	0.287	0.006	0.133	0.058	0.075	-0.083	
10003498046	1	149641914	149641974	NM_145796	POGZ	0.188	0.012	0.176	0.187	0.068	0.119	0.019	
10003498067	1	178155564	178155624	NM_015602	TOR1AIP1	0.181	0.066	0.115	0.078	-0.167	0.245	-0.066	
10003498083	1	226712436	226712496	NM_175055	HIST3H2BB	0.331	0.024	0.307	0.133	-0.112	0.246	0.002	
10003498152	1	43861818	43861878	NM_130440	PTPRF	0.232	0.087	0.145	0.504	0.023	0.482	0.073	
10003498159	1	178051889	178051949	NM_173509	FAM163A	0.259	0.095	0.164	-0.098	0.005	-0.102	0.027	
10003498170	1	89831166	89831226	NM_015350	LRRC8B	0.490	0.462	0.029	0.460	0.277	0.183	0.299	
10003498175	1	46846009	46846069	NM_145279	MOBKL2C	0.126	0.129	-0.003	0.229	0.386	-0.157	0.061	
