AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
TIMMDC1 ENSG00000113845.5 0.10357 0.047723 ENSG00000113845
IFIT5 ENSG00000152778.7 0.412475 0.059985 ENSG00000152778
ZIK1 ENSG00000171649.7 0.161792 0.054942 ENSG00000171649
MROH6 ENSG00000204839.4 0.289689 0.067856 ENSG00000204839
ALOX5 ENSG00000012779.6 0.078293 0.039102 ENSG00000012779
MAP1LC3B ENSG00000140941.8 0.148727 0.057687 ENSG00000140941
SLC25A16 ENSG00000122912.9 0.158334 0.052259 ENSG00000122912
GIGYF1 ENSG00000146830.9 0.287297 0.06269 ENSG00000146830
EPS8L3 ENSG00000198758.6 0.152038 0.056843 ENSG00000198758
HSD17B11 ENSG00000198189.6 0.179712 0.059012 ENSG00000198189
ZNF773 ENSG00000152439.8 0.232133 0.057728 ENSG00000152439
RBBP9 ENSG00000089050.10 0.151104 0.048796 ENSG00000089050
RP11-3B7.1 ENSG00000225399.3 0.120234 0.054596 ENSG00000225399
CRYBB2 ENSG00000244752.2 0.236263 0.058069 ENSG00000244752
C17orf78 ENSG00000167230.6 0.134903 0.048515 ENSG00000167230
THOC7 ENSG00000163634.7 0.1038 0.048242 ENSG00000163634
FAM162B ENSG00000183807.6 0.154386 0.054007 ENSG00000183807
SPATA24 ENSG00000170469.6 0.214104 0.06475 ENSG00000170469
SNX32 ENSG00000172803.13 0.630449 0.053403 ENSG00000172803
WDR78 ENSG00000152763.12 0.152595 0.053227 ENSG00000152763
GPX4 ENSG00000167468.12 0.148923 0.062542 ENSG00000167468
SLC10A1 ENSG00000100652.4 0.138671 0.050325 ENSG00000100652
ATP6V0B ENSG00000117410.9 0.130437 0.059644 ENSG00000117410
PEX7 ENSG00000112357.8 0.214178 0.05962 ENSG00000112357
P2RX3 ENSG00000109991.4 0.218604 0.058839 ENSG00000109991
LYPD1 ENSG00000150551.10 0.081795 0.039571 ENSG00000150551
PRELID1 ENSG00000169230.5 0.154824 0.052099 ENSG00000169230
ALG10B ENSG00000175548.4 0.154674 0.063798 ENSG00000175548
TRIM13 ENSG00000204977.5 0.148623 0.049579 ENSG00000204977
ACVR2B ENSG00000114739.8 0.093625 0.041211 ENSG00000114739
UFSP1 ENSG00000176125.3 0.226289 0.057709 ENSG00000176125
PON3 ENSG00000105852.6 0.121013 0.055415 ENSG00000105852
LCTL ENSG00000188501.7 0.124524 0.049706 ENSG00000188501
FAM71F2 ENSG00000205085.4 0.193437 0.056471 ENSG00000205085
FIBP ENSG00000172500.8 0.124072 0.047916 ENSG00000172500
CCDC122 ENSG00000151773.8 0.440412 0.060434 ENSG00000151773
TOM1 ENSG00000100284.15 0.174044 0.054551 ENSG00000100284
RNF32 ENSG00000105982.12 0.308415 0.067074 ENSG00000105982
DAD1 ENSG00000129562.6 0.314146 0.064015 ENSG00000129562
ODF2L ENSG00000122417.11 0.232847 0.056669 ENSG00000122417
OXGR1 ENSG00000165621.4 0.47658 0.060404 ENSG00000165621
PRR5L ENSG00000135362.9 0.112929 0.049381 ENSG00000135362
C3orf38 ENSG00000179021.5 0.137597 0.048527 ENSG00000179021
KIAA0040 ENSG00000235750.5 0.12891 0.052624 ENSG00000235750
C19orf44 ENSG00000105072.4 0.319374 0.059663 ENSG00000105072
EMR2 ENSG00000127507.13 0.115134 0.049671 ENSG00000127507
KAT8 ENSG00000103510.15 0.274332 0.066859 ENSG00000103510
CHCHD5 ENSG00000125611.11 0.228709 0.062027 ENSG00000125611
ADCY10 ENSG00000143199.13 0.102792 0.048518 ENSG00000143199
ZBTB41 ENSG00000177888.7 0.066924 0.03118 ENSG00000177888
NKTR ENSG00000114857.13 0.224295 0.059868 ENSG00000114857
C1orf54 ENSG00000118292.4 0.140972 0.054658 ENSG00000118292
SHROOM3 ENSG00000138771.10 0.102798 0.049814 ENSG00000138771
KIAA1549L ENSG00000110427.10 0.164299 0.057432 ENSG00000110427
C10orf11 ENSG00000148655.10 0.32013 0.065858 ENSG00000148655
MRPS10 ENSG00000048544.5 0.53837 0.053449 ENSG00000048544
PDGFRL ENSG00000104213.8 0.099138 0.045622 ENSG00000104213
C17orf72 ENSG00000224383.3 0.349604 0.072817 ENSG00000224383
CD72 ENSG00000137101.8 0.105827 0.051781 ENSG00000137101
ZNF212 ENSG00000170260.4 0.18957 0.062707 ENSG00000170260
SLC36A3 ENSG00000186334.5 0.186573 0.056922 ENSG00000186334
SIGLEC14 ENSG00000254415.3 0.345914 0.069327 ENSG00000254415
BFSP1 ENSG00000125864.7 0.110566 0.0527 ENSG00000125864
TPRKB ENSG00000144034.10 0.101293 0.049682 ENSG00000144034
ZSCAN1 ENSG00000152467.5 0.192485 0.062814 ENSG00000152467
RNASE3 ENSG00000169397.3 0.124373 0.052363 ENSG00000169397
CTAGE4 ENSG00000225932.3 0.129601 0.05285 ENSG00000225932
DZANK1 ENSG00000089091.11 0.155915 0.053788 ENSG00000089091
DEF8 ENSG00000140995.12 0.183853 0.064381 ENSG00000140995
DDX18 ENSG00000088205.8 0.104187 0.046124 ENSG00000088205
RP11-47I22.3 ENSG00000232774.3 0.103822 0.040215 ENSG00000232774
FKBP6 ENSG00000077800.7 0.088833 0.039509 ENSG00000077800
FRK ENSG00000111816.6 0.23341 0.064588 ENSG00000111816
ZNF587 ENSG00000198466.8 0.808661 0.029959 ENSG00000198466
CDIP1 ENSG00000089486.12 0.099937 0.04759 ENSG00000089486
IFT74 ENSG00000096872.11 0.463249 0.061945 ENSG00000096872
HEBP2 ENSG00000051620.6 0.204327 0.054394 ENSG00000051620
ABCB8 ENSG00000197150.8 0.209717 0.061249 ENSG00000197150
GIMAP2 ENSG00000106560.6 0.126814 0.049273 ENSG00000106560
GLI4 ENSG00000250571.2 0.09794 0.046436 ENSG00000250571
RAD50 ENSG00000113522.9 0.103184 0.047851 ENSG00000113522
OVCH1-AS1 ENSG00000257599.1 0.177735 0.058748 ENSG00000257599
FXN ENSG00000165060.7 0.176934 0.053883 ENSG00000165060
PCDHA7 ENSG00000204963.4 0.253877 0.061778 ENSG00000204963
PPP1R1C ENSG00000150722.6 0.308954 0.062472 ENSG00000150722
SOD3 ENSG00000109610.5 0.136714 0.057523 ENSG00000109610
ATG13 ENSG00000175224.12 0.10959 0.047521 ENSG00000175224
AL591479.1 ENSG00000269337.1 0.084433 0.041647 ENSG00000269337
ASAH2B ENSG00000204147.5 0.552856 0.055724 ENSG00000204147
C1orf27 ENSG00000157181.10 0.152392 0.056164 ENSG00000157181
COX14 ENSG00000178449.4 0.104205 0.045387 ENSG00000178449
POLR1E ENSG00000137054.11 0.106326 0.041115 ENSG00000137054
HOOK2 ENSG00000095066.7 0.098486 0.048989 ENSG00000095066
DIRC1 ENSG00000174325.4 0.103335 0.04312 ENSG00000174325
ANKRD50 ENSG00000151458.7 0.099053 0.043155 ENSG00000151458
CSTB ENSG00000160213.5 0.422511 0.061315 ENSG00000160213
A1BG ENSG00000121410.7 0.230219 0.060248 ENSG00000121410
FBXW9 ENSG00000132004.8 0.137409 0.05551 ENSG00000132004
CLEC12A ENSG00000172322.9 0.747819 0.038002 ENSG00000172322
KIF6 ENSG00000164627.13 0.464472 0.066944 ENSG00000164627
KCNH4 ENSG00000089558.4 0.118508 0.048121 ENSG00000089558
MATK ENSG00000007264.9 0.121725 0.057765 ENSG00000007264
FAM26E ENSG00000178033.5 0.090173 0.042529 ENSG00000178033
RSAD1 ENSG00000136444.5 0.126471 0.050139 ENSG00000136444
CENPQ ENSG00000031691.6 0.484782 0.063678 ENSG00000031691
WASF1 ENSG00000112290.8 0.119287 0.047291 ENSG00000112290
APPBP2 ENSG00000062725.5 0.083468 0.039299 ENSG00000062725
TAC1 ENSG00000006128.7 0.127396 0.053774 ENSG00000006128
FOXK1 ENSG00000164916.9 0.189374 0.058546 ENSG00000164916
LNP1 ENSG00000206535.3 0.433492 0.066086 ENSG00000206535
RHBDL1 ENSG00000103269.9 0.255918 0.060008 ENSG00000103269
PRR12 ENSG00000126464.9 0.222889 0.063205 ENSG00000126464
MAP2K5 ENSG00000137764.15 0.126838 0.049058 ENSG00000137764
PHLPP2 ENSG00000040199.14 0.274543 0.064143 ENSG00000040199
ZNF343 ENSG00000088876.7 0.17002 0.05971 ENSG00000088876
KCTD13 ENSG00000174943.5 0.241223 0.071289 ENSG00000174943
COPE ENSG00000105669.8 0.114421 0.052011 ENSG00000105669
NFX1 ENSG00000086102.14 0.151291 0.052272 ENSG00000086102
NIPAL4 ENSG00000172548.10 0.360875 0.067424 ENSG00000172548
CX3CL1 ENSG00000006210.6 0.091942 0.045498 ENSG00000006210
CTD-2330K9.3 ENSG00000228008.1 0.098668 0.04618 ENSG00000228008
B3GAT3 ENSG00000149541.5 0.1824 0.05896 ENSG00000149541
OSBP2 ENSG00000184792.11 0.146764 0.054675 ENSG00000184792
AL359712.1 ENSG00000272260.1 0.247523 0.066976 ENSG00000272260
LZTS3 ENSG00000088899.10 0.118319 0.052219 ENSG00000088899
ADO ENSG00000181915.3 0.091295 0.042085 ENSG00000181915
MYO5A ENSG00000197535.10 0.20716 0.061567 ENSG00000197535
NOTCH2NL ENSG00000213240.7 0.201213 0.054732 ENSG00000213240
PRSS54 ENSG00000103023.7 0.147656 0.053271 ENSG00000103023
CYB5R3 ENSG00000100243.16 0.258497 0.063642 ENSG00000100243
KIF3A ENSG00000131437.11 0.246743 0.061711 ENSG00000131437
RP11-894J14.5 ENSG00000272305.1 0.260179 0.059611 ENSG00000272305
MROH7 ENSG00000271723.1 0.170332 0.055717 ENSG00000271723
PKD1L2 ENSG00000269323.1 0.181306 0.064447 ENSG00000269323
AL133318.1 ENSG00000269120.1 0.284068 0.068245 ENSG00000269120
AC027228.1 ENSG00000268838.1 0.171844 0.050758 ENSG00000268838
AL354718.1 ENSG00000268578.1 0.309198 0.137352 ENSG00000268578
AC004076.7 ENSG00000268533.1 0.237143 0.063612 ENSG00000268533
FLJ11235 ENSG00000268358.1 0.097772 0.046326 ENSG00000268358
AC068620.1 ENSG00000268171.1 0.105306 0.046953 ENSG00000268171
AC004076.9 ENSG00000268163.1 0.178674 0.055886 ENSG00000268163
NDUFA7 ENSG00000267855.1 0.131216 0.054981 ENSG00000267855
AC010642.1 ENSG00000267216.1 0.300847 0.076628 ENSG00000267216
MYO15B ENSG00000266714.2 0.264201 0.069588 ENSG00000266714
KRT222 ENSG00000264058.1 0.17891 0.054536 ENSG00000264058
CTD-2616J11.4 ENSG00000262874.1 0.348027 0.068924 ENSG00000262874
RP11-676J12.7 ENSG00000262003.1 0.23306 0.067962 ENSG00000262003
GOLGA8H ENSG00000261794.1 0.094593 0.044855 ENSG00000261794
RP11-345J4.5 ENSG00000261740.1 0.242464 0.067577 ENSG00000261740
RP11-368I7.4 ENSG00000260259.1 0.169266 0.057044 ENSG00000260259
SLC22A31 ENSG00000259803.2 0.457939 0.061931 ENSG00000259803
PDF ENSG00000258429.1 0.112986 0.04543 ENSG00000258429
ZNF578 ENSG00000258405.5 0.20224 0.062817 ENSG00000258405
LIMS3 ENSG00000257207.4 0.180314 0.062163 ENSG00000257207
AC019294.1 ENSG00000256530.1 0.105083 0.048012 ENSG00000256530
TAS2R31 ENSG00000256436.1 0.081793 0.04018 ENSG00000256436
AC226150.4 ENSG00000255748.1 0.097756 0.042911 ENSG00000255748
PCDHB17 ENSG00000255622.1 0.154306 0.054332 ENSG00000255622
RAB44 ENSG00000255587.2 0.128829 0.055863 ENSG00000255587
MPV17L2 ENSG00000254858.4 0.168345 0.058749 ENSG00000254858
KB-1507C5.2 ENSG00000253320.1 0.181098 0.053398 ENSG00000253320
ZNF550 ENSG00000251369.4 0.251015 0.061449 ENSG00000251369
CHCHD10 ENSG00000250479.4 0.166845 0.05693 ENSG00000250479
TMEM150C ENSG00000249242.2 0.180704 0.054398 ENSG00000249242
N4BP2L2 ENSG00000244754.4 0.076303 0.038102 ENSG00000244754
APOBEC3C ENSG00000244509.2 0.101634 0.047974 ENSG00000244509
OR2A7 ENSG00000243896.3 0.145152 0.05879 ENSG00000243896
APOBEC3D ENSG00000243811.2 0.30217 0.066248 ENSG00000243811
WDR65 ENSG00000243710.3 0.130687 0.048132 ENSG00000243710
PLA2G4B ENSG00000243708.3 0.163445 0.056809 ENSG00000243708
MUSTN1 ENSG00000243696.3 0.288205 0.066962 ENSG00000243696
ZNF709 ENSG00000242852.2 0.12508 0.054157 ENSG00000242852
ATP5J2 ENSG00000241468.3 0.18495 0.058204 ENSG00000241468
GVQW1 ENSG00000241043.1 0.35329 0.060071 ENSG00000241043
KIR3DL2 ENSG00000240403.1 0.215836 0.066851 ENSG00000240403
AL133481.1 ENSG00000235705.4 0.156837 0.05695 ENSG00000235705
GPX1 ENSG00000233276.2 0.109605 0.049511 ENSG00000233276
HLA-DPA1 ENSG00000231389.3 0.106139 0.047723 ENSG00000231389
ANKRD18B ENSG00000230453.5 0.112544 0.051104 ENSG00000230453
PROB1 ENSG00000228672.2 0.187756 0.062111 ENSG00000228672
C19orf24 ENSG00000228300.9 0.274641 0.066003 ENSG00000228300
CASP16 ENSG00000228146.2 0.133081 0.064641 ENSG00000228146
ZNF717 ENSG00000227124.4 0.336766 0.065381 ENSG00000227124
TMEM185B ENSG00000226479.3 0.083077 0.040265 ENSG00000226479
FTCDNL1 ENSG00000226124.2 0.088835 0.037841 ENSG00000226124
AL133216.1 ENSG00000225119.3 0.15289 0.069508 ENSG00000225119
URAHP ENSG00000222019.2 0.234734 0.072037 ENSG00000222019
RAB6C ENSG00000222014.4 0.322598 0.069807 ENSG00000222014
BTBD19 ENSG00000222009.4 0.087061 0.043124 ENSG00000222009
ATAD3C ENSG00000215915.5 0.14195 0.051499 ENSG00000215915
VPS16 ENSG00000215305.5 0.130551 0.054017 ENSG00000215305
COL28A1 ENSG00000215018.5 0.132769 0.046155 ENSG00000215018
EVPLL ENSG00000214860.4 0.12685 0.05256 ENSG00000214860
HNRNPUL2 ENSG00000214753.2 0.09671 0.043666 ENSG00000214753
SEC14L6 ENSG00000214491.3 0.42454 0.070663 ENSG00000214491
PLIN5 ENSG00000214456.4 0.11681 0.048905 ENSG00000214456
MBLAC1 ENSG00000214309.3 0.441327 0.067873 ENSG00000214309
ANG ENSG00000214274.5 0.193342 0.07297 ENSG00000214274
MEF2B ENSG00000213999.11 0.556995 0.055973 ENSG00000213999
TM6SF2 ENSG00000213996.7 0.1493 0.051649 ENSG00000213996
VDAC1 ENSG00000213585.6 0.132429 0.053693 ENSG00000213585
TMEM110 ENSG00000213533.7 0.229047 0.064155 ENSG00000213533
GBP7 ENSG00000213512.1 0.448877 0.059753 ENSG00000213512
C1QTNF9B ENSG00000205863.5 0.589716 0.053749 ENSG00000205863
RFPL3S ENSG00000205853.6 0.422313 0.05984 ENSG00000205853
ACOT6 ENSG00000205669.2 0.120853 0.057704 ENSG00000205669
KRT81 ENSG00000205426.6 0.292901 0.070474 ENSG00000205426
RP11-514P8.6 ENSG00000205236.6 0.204696 0.063895 ENSG00000205236
C11orf91 ENSG00000205177.5 0.132963 0.052922 ENSG00000205177
ARID3C ENSG00000205143.2 0.29459 0.072182 ENSG00000205143
FAM205A ENSG00000205108.5 0.138681 0.056795 ENSG00000205108
FAM27E2 ENSG00000204807.1 0.595636 0.119807 ENSG00000204807
ASPDH ENSG00000204653.5 0.269428 0.06131 ENSG00000204653
MRPL38 ENSG00000204316.8 0.106958 0.042232 ENSG00000204316
NPY4R ENSG00000204174.2 0.095421 0.045633 ENSG00000204174
LIPJ ENSG00000204022.5 0.113373 0.048807 ENSG00000204022
LDLRAD1 ENSG00000203985.6 0.136743 0.055882 ENSG00000203985
OOEP ENSG00000203907.5 0.258753 0.065506 ENSG00000203907
FAM229B ENSG00000203778.3 0.237768 0.055128 ENSG00000203778
RAET1G ENSG00000203722.3 0.325492 0.063345 ENSG00000203722
COX20 ENSG00000203667.5 0.146306 0.058334 ENSG00000203667
EFCAB2 ENSG00000203666.8 0.517794 0.059402 ENSG00000203666
ZNF525 ENSG00000203326.5 0.262405 0.067625 ENSG00000203326
PJA2 ENSG00000198961.5 0.185131 0.055574 ENSG00000198961
TBKBP1 ENSG00000198933.5 0.303081 0.063003 ENSG00000198933
NOS1AP ENSG00000198929.8 0.091954 0.045613 ENSG00000198929
RASGEF1A ENSG00000198915.7 0.245127 0.06501 ENSG00000198915
SHISA4 ENSG00000198892.6 0.181812 0.060398 ENSG00000198892
PRMT6 ENSG00000198890.6 0.344534 0.062034 ENSG00000198890
KTI12 ENSG00000198841.3 0.09945 0.045867 ENSG00000198841
PNP ENSG00000198805.7 0.376108 0.068395 ENSG00000198805
SCAMP5 ENSG00000198794.7 0.392611 0.067805 ENSG00000198794
RCSD1 ENSG00000198771.6 0.230312 0.063722 ENSG00000198771
ZNF534 ENSG00000198633.6 0.644365 0.05447 ENSG00000198633
MDM4 ENSG00000198625.8 0.147156 0.05445 ENSG00000198625
ZNF808 ENSG00000198482.6 0.371677 0.067661 ENSG00000198482
TMEM116 ENSG00000198270.8 0.106621 0.045876 ENSG00000198270
SVIP ENSG00000198168.4 0.509146 0.064229 ENSG00000198168
ZNF544 ENSG00000198131.9 0.296682 0.061982 ENSG00000198131
ZNF649 ENSG00000198093.6 0.142449 0.0543 ENSG00000198093
SULT1C4 ENSG00000198075.5 0.331257 0.071557 ENSG00000198075
RP11-347C12.1 ENSG00000198064.9 0.1848 0.056807 ENSG00000198064
MARCH5 ENSG00000198060.5 0.10234 0.045906 ENSG00000198060
ZNF667 ENSG00000198046.7 0.344609 0.062268 ENSG00000198046
LEKR1 ENSG00000197980.7 0.105996 0.041989 ENSG00000197980
ZNF71 ENSG00000197951.4 0.160508 0.060569 ENSG00000197951
ZNF677 ENSG00000197928.6 0.274493 0.064321 ENSG00000197928
ZNF780A ENSG00000197782.10 0.12708 0.047934 ENSG00000197782
DHRS4-AS1 ENSG00000197775.1 0.409167 0.065398 ENSG00000197775
PSAP ENSG00000197746.9 0.141899 0.058498 ENSG00000197746
TTC30A ENSG00000197557.5 0.155725 0.056314 ENSG00000197557
ZNF665 ENSG00000197497.6 0.158667 0.059174 ENSG00000197497
ZNF517 ENSG00000197363.5 0.103639 0.042535 ENSG00000197363
ZNF786 ENSG00000197362.9 0.34881 0.056841 ENSG00000197362
SVIL ENSG00000197321.10 0.119512 0.054616 ENSG00000197321
NEK5 ENSG00000197168.6 0.151042 0.052282 ENSG00000197168
SND1 ENSG00000197157.6 0.112045 0.044291 ENSG00000197157
FUT11 ENSG00000196968.5 0.111577 0.049504 ENSG00000196968
CTB-134H23.2 ENSG00000196796.4 0.106203 0.04553 ENSG00000196796
ZNF239 ENSG00000196793.9 0.149156 0.054852 ENSG00000196793
AMZ2 ENSG00000196704.7 0.132156 0.057645 ENSG00000196704
ZNF33B ENSG00000196693.10 0.331804 0.069055 ENSG00000196693
ZNF846 ENSG00000196605.3 0.129217 0.05075 ENSG00000196605
TPK1 ENSG00000196511.9 0.150391 0.053844 ENSG00000196511
C20orf96 ENSG00000196476.7 0.357988 0.063822 ENSG00000196476
RFX8 ENSG00000196460.8 0.220158 0.060565 ENSG00000196460
ZNF775 ENSG00000196456.4 0.231583 0.064955 ENSG00000196456
SUPT3H ENSG00000196284.9 0.230474 0.062322 ENSG00000196284
GTF2IRD2 ENSG00000196275.9 0.163105 0.053115 ENSG00000196275
HMGB1 ENSG00000189403.10 0.474856 0.067028 ENSG00000189403
TMEM194B ENSG00000189362.7 0.293969 0.061866 ENSG00000189362
ZNF600 ENSG00000189190.7 0.478239 0.066194 ENSG00000189190
FAM47E ENSG00000189157.9 0.433736 0.062696 ENSG00000189157
VSTM1 ENSG00000189068.5 0.185187 0.075025 ENSG00000189068
NELFB ENSG00000188986.4 0.228633 0.061538 ENSG00000188986
MSL1 ENSG00000188895.6 0.239719 0.065526 ENSG00000188895
KLRG2 ENSG00000188883.4 0.148569 0.054395 ENSG00000188883
ZNF548 ENSG00000188785.7 0.160059 0.060783 ENSG00000188785
SKOR1 ENSG00000188779.6 0.177924 0.054362 ENSG00000188779
TMEM120B ENSG00000188735.8 0.116198 0.046187 ENSG00000188735
DUPD1 ENSG00000188716.5 0.12704 0.04975 ENSG00000188716
C22orf34 ENSG00000188511.8 0.3334 0.061065 ENSG00000188511
AGAP4 ENSG00000188234.9 0.371601 0.069051 ENSG00000188234
LAMTOR4 ENSG00000188186.6 0.144064 0.058231 ENSG00000188186
FAM166A ENSG00000188163.6 0.457839 0.066173 ENSG00000188163
NUTM2G ENSG00000188152.8 0.133201 0.055693 ENSG00000188152
TMEM215 ENSG00000188133.5 0.124044 0.050014 ENSG00000188133
NRN1L ENSG00000188038.3 0.088755 0.042012 ENSG00000188038
OR7D2 ENSG00000188000.2 0.711436 0.047494 ENSG00000188000
TMEM72 ENSG00000187783.7 0.15842 0.054196 ENSG00000187783
ADH1A ENSG00000187758.3 0.234202 0.061795 ENSG00000187758
HAPLN4 ENSG00000187664.8 0.224615 0.053548 ENSG00000187664
SAMD11 ENSG00000187634.6 0.103759 0.048992 ENSG00000187634
GCNT1 ENSG00000187210.8 0.115266 0.056246 ENSG00000187210
TSPYL4 ENSG00000187189.9 0.106399 0.048228 ENSG00000187189
HEATR4 ENSG00000187105.4 0.085975 0.041629 ENSG00000187105
TMPRSS11A ENSG00000187054.10 0.233812 0.062211 ENSG00000187054
TMEM216 ENSG00000187049.5 0.184474 0.060404 ENSG00000187049
VSIG10L ENSG00000186806.5 0.150076 0.057972 ENSG00000186806
MPPED1 ENSG00000186732.8 0.180334 0.066035 ENSG00000186732
BCR ENSG00000186716.15 0.561771 0.059771 ENSG00000186716
LYRM7 ENSG00000186687.11 0.161073 0.055151 ENSG00000186687
ZNF501 ENSG00000186446.7 0.218628 0.060947 ENSG00000186446
FCAR ENSG00000186431.14 0.193147 0.061445 ENSG00000186431
GLDN ENSG00000186417.9 0.154056 0.059895 ENSG00000186417
ZNF749 ENSG00000186230.6 0.117711 0.050904 ENSG00000186230
SOWAHB ENSG00000186212.2 0.12505 0.054722 ENSG00000186212
MARC1 ENSG00000186205.8 0.095408 0.047661 ENSG00000186205
POLR1D ENSG00000186184.11 0.270625 0.069782 ENSG00000186184
CYP4Z1 ENSG00000186160.4 0.175022 0.054708 ENSG00000186160
WWOX ENSG00000186153.12 0.397981 0.073978 ENSG00000186153
CYP4F2 ENSG00000186115.7 0.119485 0.053989 ENSG00000186115
AIDA ENSG00000186063.8 0.273152 0.066158 ENSG00000186063
KRT73 ENSG00000186049.4 0.244115 0.061204 ENSG00000186049
GRK1 ENSG00000185974.6 0.197092 0.055276 ENSG00000185974
C1orf110 ENSG00000185860.8 0.262776 0.062681 ENSG00000185860
KCNIP4 ENSG00000185774.10 0.15143 0.058026 ENSG00000185774
C11orf87 ENSG00000185742.6 0.096804 0.044437 ENSG00000185742
PCGF3 ENSG00000185619.13 0.092874 0.04041 ENSG00000185619
SP1 ENSG00000185591.5 0.142659 0.049144 ENSG00000185591
C1orf227 ENSG00000185523.6 0.299528 0.062803 ENSG00000185523
KLHL33 ENSG00000185271.6 0.137357 0.063837 ENSG00000185271
TBC1D3F ENSG00000185128.11 0.181731 0.062819 ENSG00000185128
C5orf47 ENSG00000185056.9 0.159398 0.05948 ENSG00000185056
UBOX5 ENSG00000185019.12 0.245983 0.063521 ENSG00000185019
SLC22A10 ENSG00000184999.7 0.118145 0.047187 ENSG00000184999
TMEM106A ENSG00000184988.4 0.12436 0.04736 ENSG00000184988
NDUFA6 ENSG00000184983.5 0.820438 0.029971 ENSG00000184983
RNLS ENSG00000184719.7 0.101841 0.049891 ENSG00000184719
FOXD4L1 ENSG00000184492.5 0.331969 0.068715 ENSG00000184492
BPIFC ENSG00000184459.4 0.16247 0.061742 ENSG00000184459
KCTD8 ENSG00000183783.6 0.103939 0.045268 ENSG00000183783
AIFM3 ENSG00000183773.11 0.128997 0.052512 ENSG00000183773
SH2D7 ENSG00000183476.8 0.205267 0.062257 ENSG00000183476
LRIT3 ENSG00000183423.7 0.350177 0.061669 ENSG00000183423
C19orf71 ENSG00000183397.5 0.203324 0.05825 ENSG00000183397
PLGLB1 ENSG00000183281.10 0.130778 0.050786 ENSG00000183281
RUVBL2 ENSG00000183207.8 0.27519 0.065395 ENSG00000183207
C12orf60 ENSG00000182993.3 0.438902 0.065686 ENSG00000182993
GRID1 ENSG00000182771.13 0.338889 0.065399 ENSG00000182771
MRPL41 ENSG00000182154.7 0.173582 0.063846 ENSG00000182154
IST1 ENSG00000182149.15 0.103938 0.049431 ENSG00000182149
PTCHD3 ENSG00000182077.6 0.271791 0.065112 ENSG00000182077
AMIGO1 ENSG00000181754.6 0.498092 0.059743 ENSG00000181754
HIST3H2A ENSG00000181218.4 0.115738 0.052916 ENSG00000181218
C4orf50 ENSG00000181215.8 0.133719 0.05402 ENSG00000181215
ZNF792 ENSG00000180884.9 0.189159 0.068651 ENSG00000180884
ZNF443 ENSG00000180855.11 0.220272 0.063633 ENSG00000180855
ZNF609 ENSG00000180357.5 0.107749 0.049256 ENSG00000180357
ZNF816 ENSG00000180257.8 0.335116 0.069424 ENSG00000180257
RRH ENSG00000180245.4 0.349426 0.061419 ENSG00000180245
ANKRD18A ENSG00000180071.13 0.127249 0.055807 ENSG00000180071
SSC5D ENSG00000179954.10 0.12415 0.057713 ENSG00000179954
ATOH7 ENSG00000179774.7 0.225372 0.06284 ENSG00000179774
RPRML ENSG00000179673.3 0.313265 0.069194 ENSG00000179673
LACC1 ENSG00000179630.6 0.137341 0.051896 ENSG00000179630
C1orf101 ENSG00000179397.13 0.282978 0.064275 ENSG00000179397
SEPW1 ENSG00000178980.10 0.139161 0.05258 ENSG00000178980
RMI1 ENSG00000178966.11 0.196344 0.056089 ENSG00000178966
C1orf173 ENSG00000178965.9 0.143155 0.054063 ENSG00000178965
MPI ENSG00000178802.13 0.200745 0.058749 ENSG00000178802
CPNE7 ENSG00000178773.10 0.124452 0.050329 ENSG00000178773
STX19 ENSG00000178750.2 0.421304 0.076065 ENSG00000178750
DNAJC22 ENSG00000178401.10 0.137649 0.053982 ENSG00000178401
WDR6 ENSG00000178252.12 0.235069 0.06337 ENSG00000178252
PRSS36 ENSG00000178226.6 0.10374 0.051646 ENSG00000178226
ZNF114 ENSG00000178150.4 0.301387 0.067224 ENSG00000178150
HTR3C ENSG00000178084.1 0.109329 0.048146 ENSG00000178084
STAP2 ENSG00000178078.7 0.540567 0.056369 ENSG00000178078
PRSS42 ENSG00000178055.8 0.206253 0.067298 ENSG00000178055
CENPBD1 ENSG00000177946.4 0.60663 0.058044 ENSG00000177946
SUMO4 ENSG00000177688.5 0.112719 0.053933 ENSG00000177688
SAMD9L ENSG00000177409.7 0.194511 0.058357 ENSG00000177409
TIMM22 ENSG00000177370.3 0.364339 0.065911 ENSG00000177370
FAM109B ENSG00000177096.4 0.119583 0.050169 ENSG00000177096
FUT2 ENSG00000176920.10 0.124495 0.052113 ENSG00000176920
MAMSTR ENSG00000176909.7 0.10204 0.048484 ENSG00000176909
C10orf111 ENSG00000176236.4 0.367232 0.067491 ENSG00000176236
DLEU1 ENSG00000176124.7 0.14015 0.050355 ENSG00000176124
LYSMD3 ENSG00000176018.8 0.124357 0.051185 ENSG00000176018
ZDHHC21 ENSG00000175893.6 0.157037 0.061485 ENSG00000175893
ZNF169 ENSG00000175787.12 0.136695 0.048724 ENSG00000175787
GPR156 ENSG00000175697.6 0.166047 0.055912 ENSG00000175697
LRRC25 ENSG00000175489.8 0.137829 0.05112 ENSG00000175489
SCUBE2 ENSG00000175356.8 0.174767 0.055778 ENSG00000175356
TMEM9B ENSG00000175348.6 0.22366 0.065123 ENSG00000175348
PHYKPL ENSG00000175309.10 0.111353 0.052576 ENSG00000175309
